date,open,high,low,close,volume,next_day_close
14-06-2016,94.160004,95.800003,93.269997,94.120003,9480400,94.290001
15-06-2016,94.610001,95.459999,93.5,94.290001,7675400,95.440002
16-06-2016,94.18,95.559998,93.25,95.440002,7550800,94.449997
17-06-2016,95.75,95.769997,94.199997,94.449997,8046800,93.800003
20-06-2016,95.220001,95.879997,93.650002,93.800003,9026400,90.989998
21-06-2016,93.870003,93.879997,90.769997,90.989998,15199700,90.010002
22-06-2016,90.779999,91.980003,89.769997,90.010002,9454700,91.660004
23-06-2016,90.620003,91.68,88.150002,91.660004,10819000,88.440002
24-06-2016,87.529999,90.489998,87.209999,88.440002,11248600,85.330002
27-06-2016,87.879997,88,84.809998,85.330002,13730500,87.970001
28-06-2016,87.410004,88.879997,86.410004,87.970001,11545600,91.059998
29-06-2016,89.669998,91.970001,88.699997,91.059998,11687100,91.480003
30-06-2016,90.910004,91.720001,89.900002,91.480003,9099000,96.669998
01-07-2016,95,97,94.800003,96.669998,16167200,97.910004
05-07-2016,95.199997,101.269997,93.309998,97.910004,25879400,94.599998
